#YOKOGAWA AQ6370
#Date: 13/03/2023 Time: 14:37
# A_WL(nm) A_I(mW) 	
1.446000E+3	1.931668E-12
1.446004E+3	0.000000E+0
1.446008E+3	0.000000E+0
1.446012E+3	0.000000E+0
1.446016E+3	0.000000E+0
1.446020E+3	0.000000E+0
1.446024E+3	0.000000E+0
1.446028E+3	14.182762E-12
1.446032E+3	22.890074E-12
1.446036E+3	12.685049E-12
1.446040E+3	0.000000E+0
1.446044E+3	0.000000E+0
1.446048E+3	0.000000E+0
1.446052E+3	0.000000E+0
1.446056E+3	5.979187E-12
1.446060E+3	5.237639E-12
1.446064E+3	0.000000E+0
1.446068E+3	965.990351E-15
1.446072E+3	7.031346E-12
1.446076E+3	1.643263E-12
1.446080E+3	0.000000E+0
1.446084E+3	10.996472E-12
1.446088E+3	7.528013E-12
1.446092E+3	0.000000E+0
1.446096E+3	0.000000E+0
1.446100E+3	0.000000E+0
1.446104E+3	0.000000E+0
1.446108E+3	3.257023E-12
1.446112E+3	10.099322E-12
1.446116E+3	11.021901E-12
1.446120E+3	0.000000E+0
1.446124E+3	15.655323E-12
1.446128E+3	0.000000E+0
1.446132E+3	5.854709E-12
1.446136E+3	2.643588E-12
1.446140E+3	2.987514E-12
1.446144E+3	0.000000E+0
1.446148E+3	18.537192E-12
1.446152E+3	13.388461E-12
1.446156E+3	958.486120E-15
1.446160E+3	0.000000E+0
1.446164E+3	0.000000E+0
1.446168E+3	5.582639E-12
1.446172E+3	0.000000E+0
1.446176E+3	0.000000E+0
1.446180E+3	2.487143E-12
1.446184E+3	2.814609E-12
1.446188E+3	4.182945E-12
1.446192E+3	0.000000E+0
1.446196E+3	0.000000E+0
1.446200E+3	0.000000E+0
1.446204E+3	7.490955E-12
1.446208E+3	0.000000E+0
1.446212E+3	0.000000E+0
1.446216E+3	0.000000E+0
1.446220E+3	0.000000E+0
1.446224E+3	14.615577E-12
1.446228E+3	0.000000E+0
1.446232E+3	5.127894E-12
1.446236E+3	0.000000E+0
1.446240E+3	0.000000E+0
1.446244E+3	6.119855E-12
1.446248E+3	0.000000E+0
1.446252E+3	0.000000E+0
1.446256E+3	0.000000E+0
1.446260E+3	5.492907E-12
1.446264E+3	7.383385E-12
1.446268E+3	12.985451E-12
1.446272E+3	0.000000E+0
1.446276E+3	747.236110E-15
1.446280E+3	0.000000E+0
1.446284E+3	3.901855E-12
1.446288E+3	0.000000E+0
1.446292E+3	0.000000E+0
1.446296E+3	0.000000E+0
1.446300E+3	0.000000E+0
1.446304E+3	2.391380E-12
1.446308E+3	0.000000E+0
1.446312E+3	2.123211E-12
1.446316E+3	0.000000E+0
1.446320E+3	0.000000E+0
1.446324E+3	0.000000E+0
1.446328E+3	0.000000E+0
1.446332E+3	0.000000E+0
1.446336E+3	3.823786E-12
1.446340E+3	0.000000E+0
1.446344E+3	0.000000E+0
1.446348E+3	0.000000E+0
1.446352E+3	3.801773E-12
1.446356E+3	12.863182E-12
1.446360E+3	0.000000E+0
1.446364E+3	10.288640E-12
1.446368E+3	0.000000E+0
1.446372E+3	15.078022E-12
1.446376E+3	1.109576E-12
1.446380E+3	0.000000E+0
1.446384E+3	0.000000E+0
1.446388E+3	6.653260E-12
1.446392E+3	0.000000E+0
1.446396E+3	6.114134E-12
1.446400E+3	0.000000E+0
1.446404E+3	612.659833E-15
1.446408E+3	0.000000E+0
1.446412E+3	8.845768E-12
1.446416E+3	0.000000E+0
1.446420E+3	0.000000E+0
1.446424E+3	0.000000E+0
1.446428E+3	0.000000E+0
1.446432E+3	975.379695E-15
1.446436E+3	0.000000E+0
1.446440E+3	0.000000E+0
1.446444E+3	0.000000E+0
1.446448E+3	0.000000E+0
1.446452E+3	0.000000E+0
1.446456E+3	13.542950E-12
1.446460E+3	0.000000E+0
1.446464E+3	9.169013E-12
1.446468E+3	0.000000E+0
1.446472E+3	3.103732E-12
1.446476E+3	0.000000E+0
1.446480E+3	0.000000E+0
1.446484E+3	0.000000E+0
1.446488E+3	3.418342E-12
1.446492E+3	0.000000E+0
1.446496E+3	0.000000E+0
1.446500E+3	11.859987E-12
1.446504E+3	8.305164E-12
1.446508E+3	7.710261E-12
1.446512E+3	0.000000E+0
1.446516E+3	19.788034E-12
1.446520E+3	5.046121E-12
1.446524E+3	12.635492E-12
1.446528E+3	0.000000E+0
1.446532E+3	0.000000E+0
1.446536E+3	0.000000E+0
1.446540E+3	1.737695E-12
1.446544E+3	2.476377E-12
1.446548E+3	16.114394E-12
1.446552E+3	6.641349E-12
1.446556E+3	2.821743E-12
1.446560E+3	0.000000E+0
1.446564E+3	0.000000E+0
1.446568E+3	0.000000E+0
1.446572E+3	0.000000E+0
1.446576E+3	20.412665E-12
1.446580E+3	12.582339E-12
1.446584E+3	0.000000E+0
1.446588E+3	1.203169E-12
1.446592E+3	0.000000E+0
1.446596E+3	0.000000E+0
1.446600E+3	0.000000E+0
1.446604E+3	0.000000E+0
1.446608E+3	18.194304E-12
1.446612E+3	0.000000E+0
1.446616E+3	0.000000E+0
1.446620E+3	6.983502E-12
1.446624E+3	0.000000E+0
1.446628E+3	0.000000E+0
1.446632E+3	0.000000E+0
1.446636E+3	13.151384E-12
1.446640E+3	0.000000E+0
1.446644E+3	0.000000E+0
1.446648E+3	3.455984E-12
1.446652E+3	0.000000E+0
1.446656E+3	0.000000E+0
1.446660E+3	0.000000E+0
1.446664E+3	0.000000E+0
1.446668E+3	0.000000E+0
1.446672E+3	0.000000E+0
1.446676E+3	9.185418E-12
1.446680E+3	17.516057E-12
